City,Place,Review,Rating,Name,Date,Raw_Review
Belur,Belur Golf Course,belur golf course open public perfect evening drive relax km somwarpet town,8.0,Anonymous,,Belur Golf course in open to public and is perfect for a evening drive to relax. It is just 7km from Somwarpet town
Belur,Chennakesava Temple,wonderful temple amazing hoysala architecture superb place needs atleast hour half decent coverage temple achitecture great work worth visit easy drive bangalore way chikamagalur,8.0,Anonymous,,Wonderful temple with amazing Hoysala Architecture. Superb place and it needs atleast an hour and a half or two to have a decent coverage of the temple's achitecture. Great work. Worth a visit. Easy drive from Bangalore on the way to Chikamagalur.
Belur,Belur Math,math right banks river hooghly prayer hall architectural beauty resist admiring beautiful gardens lawns tourists miss attraction governor amolak rattan kohli,8.0,Anonymous,,This Math is right on the banks of river Hooghly. The prayer hall is an architectural beauty and you cannot resist admiring. There are beautiful gardens and lawns. No tourists should miss this attraction.   Governor Amolak Rattan Kohli
Belur,Yagachi Water Adventure Sports Center,reached noon time water sports sign activity saw couples romantic mood got idea vents look like dam spent minutes,8.0,Anonymous,,Reached there at 12 Noon.  At that time there was no water sports.  I didn't see any sign of any activity.  Saw couples in a romantic mood. Nothing more.  We got an idea of what vents look like in a dam. Spent 15 minutes.
Belur,Pathaleshwara Temple,interesting sight sanctum ancient jet black hoysala pillars covered bright vermilion smeared devotees,8.0,Anonymous,,"An interesting sight within the sanctum are the ancient jet-black Hoysala pillars, covered with bright vermilion smeared on by devotees."
Benaulim,Swami Ayurveda,great massage courtesy anil kerala trained ayurvedic masseur professional therapeutic swami clinics operate different places massage gonsua beach clinic near alila diwa majorda,8.0,Anonymous,,"I had a great massage courtesy of Anil, who is a Kerala-trained Ayurvedic masseur - very professional and therapeutic. The Swami Clinics operate at 4 different places - I had my massage at the Gonsua Beach clinic near to the Alila Diwa in Majorda, but..."
Benaulim,Benaulim Beach,jouncy best beach good food service reasonably priced drinks beach overcrowded good variety restaurants shacks,8.0,Anonymous,,"jouncy is the best part of this beach, good food and service and reasonably priced drinks the beach here is not overcrowded and with a good variety of restaurants/shacks"
Benaulim,Karma Spa,visited monsoons hotel apartment quite comfortable kitchen facilities lovely pool recreational facilities staff reception friendly house grocery blessing proximity beach quite far cabs readily,8.0,Anonymous,,"Visited during the monsoons. It's a hotel apartment. Quite comfortable. Has most of the kitchen facilities. 
Lovely pool and few recreational facilities. Staff and reception are very friendly. In house grocery is a blessing. 
Proximity to the beach is quite far however cabs are readily..."
Benaulim,Jewels Of India,pleased pigeon blood ruby diamond silver necklace jewels india true masterpiece guys loved thank,8.0,Anonymous,,Very pleased with my pigeon blood Ruby and diamond silver necklace from jewels of India. A true masterpiece by these guys. Loved it. Thank you so much.
Benaulim,Aziz and SON'S,visit goa person met manzoor aziz helped family member wife feeling like home purchased nice diamond ring reasonable price hopefully looking forward,8.0,Anonymous,,It was my first visit to goa and the first person I met was Manzoor aziz he helped us as family member.and me and my wife was feeling like home with him so I purchased a nice diamond ring for reasonable price.hopefully looking forward to...
Benaulim,Ayurveda Center Om-Namaste,great choice massages body head massage using oil dry powder herbs hour good massage lady ladies man men rupee depending type,8.0,Anonymous,,"Great choice of massages from all body to head massage using oil or dry powder herbs. 
One hour very good massage ( lady for ladies and man for men) for about £1500 to £2000 rupee depending what type"
Benaulim,Din Brothers,met shah zubair din brorhers honestly say buy jewelry helpful pushy trying engagement ring meetings,8.0,Anonymous,,"Met shah and zubair from Din Brorhers and we can honestly say we would never buy jewelry from anyone else , they were so helpful and not pushy when we were trying to find an engagement ring, we had several meetings with them and nothing..."
Benaulim,Church of St. John the Baptist,visit church tour incomplete church great experience carvings designs inside excellent,8.0,Anonymous,,You must visit this church else your tour would be incomplete. The church is a great experience and the carvings and designs inside are excellent.
Benaulim,Joecons Wellness Retreat,amazing experience highly recommend spa treatments especially pedicure massage really gentle took time saw ayurvedic doctor natasha helpful gave lot advice,8.0,Anonymous,,"I had an amazing experience here. Would highly recommend the spa treatments - especially the pedicure and massage. Really gentle and took their time. I saw the Ayurvedic doctor, Natasha - who was very helpful and gave me a lot of advice."
Benaulim,Trinity Beach,unexplored places south goa remains paradise clean unlittered crowd,8.0,Anonymous,,"one of the most unexplored places of south goa, this remains a paradise, clean and unlittered, not much crowd"
Benaulim,Arya Ayurveda and Wellness,good massage massages like western ayurvedam time spend massage good happy massage therapist massage good experienced girl nimmy,8.0,Anonymous,,So good massage it was. They have so many massages like  (western & Ayurvedam).the time I spend for massage was good and I am happy for that massage.the therapist which give me massage was very good and very experienced girl (Nimmy) .the
Bengaluru,1 MG Lido Mall,shops place mac h mother care customer service great,8.0,Anonymous,,"Few shops only in this place 
Mac , h&m , mother care etc but nothing much. Customer service also not so great"
Bengaluru,Wonderla Amusement Park,nice place spend time family friends highly crowded suggest weekday reach early soon possible going weekend enjoy water rides normally,8.0,Anonymous,,"It's a nice place to spend your time with family and friends but it's highly crowded. Would suggest you to go on weekday and reach early (as soon as possible)

If you are going on weekend then you can first enjoy water rides as normally..."
Bengaluru,Visvesvaraya Industrial and Technological Museum,fantastic place science lovers non lovers blow mind different scientific experiments available performed simply edjucate fun lot thrill discover science,8.0,Anonymous,,"It's a fantastic place for all science lovers and non-lovers..!!
It will blow your mind off, with different scientific experiments available..to be performed by you.
It will simply edjucate you with more fun and lot's of thrill..
Go and Discover Science..!!"
Bengaluru,Agara Lake,lake beautifully restored sewage treatment flower garden fountain play area rented pedl cycle enjoyed cycling km lake separate cycling track collide,8.0,Anonymous,,"This lake has been beautifully restored with a sewage treatment system. There is a flower garden, fountain and play area.
I rented a Pedl cycle and enjoyed cycling about 2km around the lake. There is a separate cycling track so you don't collide with the..."
Bengaluru,Abstract Art Gallery,normally galleries painting art like abstract time good customer service knowledeable staff exception occasion artifacts looked good left care,8.0,Anonymous,,"Normally the galleries for painting or art, like Abstract, that I take time out to go to have good customer service from knowledeable staff. This one was an exception on this occasion. Though artifacts looked good, you're left on your own without much care."
Bengaluru,Active Arena,sports complex real active area outer ring road complex got good connectivity facilites people attend big sports carnivals nearby restaurant serve good food,8.0,Anonymous,,This is sports complex in the  real active area of outer ring road. The  complex  has got good connectivity and  all facilites for the  people to attend   big sports  carnivals. The  nearby  restaurant serve very  good food
Bengaluru,VR Bengaluru,nicely maintained mall activities kids movies nice exhibitions really interesting,8.0,Anonymous,,"Very nicely maintained mall with activities for kids, movies and nice exhibitions which is really interesting."
Bengaluru,Active Shadows,good exercise useful fun environment conscious persons really worth experience simply great,8.0,Anonymous,,"This is  a very good  exercise, both  useful and fun for environment conscious  persons. Really  worth it.  The  experience is  simply  great."
Bengaluru,Adda52 LIVE,sporting place quite good infrastructure standard good nice experience playing winning inr,8.0,Anonymous,,"This is a  sporting  place,  which is quite good. The  infrastructure  no so  standard, but  still  good  enough . I  had  nice experience of  playing  here and  winning 1000  INR."
Bengaluru,ak The Seasons,ak seasons good place shop indian handicrafts pahmina good indian collection worth visit,8.0,Anonymous,,"AK the seasons is a good place to shop for indian handicrafts and pahmina, its has Good indian collection and is worth a visit"
Bengaluru,Anjaneya Swamy Temple,coming brings closer experience near divine saturdays tuesday popular days crowds come glimpse anjaneya merciful provides hope,8.0,Anonymous,,Coming here brings you closer to the experience of near divine . The Saturdays and the Tuesday's are more popular then the other days . The crowds come here for the glimpse of the Anjaneya which is ever merciful and provides the hope and the...
Bengaluru,Amrut Distilleries Private Limited,good tour amrut brand new distillation plant veena showed knowledgeable patient added significantly appreciation good single malt whisky,8.0,Anonymous,,"We had a very good tour of Amrut’s brand new distillation plant.  Veena, who showed us around, was very knowledgeable and patient.  This has added significantly to our appreciation of good single malt whisky!"
Bengaluru,Art of Living International Center,ashram unique serves total world clean pure love devotion seen,8.0,Anonymous,,This ashram is unique in its own. It serves many. A total world of clean and pure love and devotion would be seen
Bengaluru,Angala Parameswari Temple,planned attraction visit spotted temple devi deity unmissable known calm peaceful powerful feeling premises,8.0,Anonymous,,"Hadn't planned it as an attraction to visit but when we spotted a temple of 'devi' deity it's unmissable. Perhaps due to not known to many, it's calm, peaceful and powerful feeling to be in the premises..."
Bengaluru,Anjaneya Swamy Temple & Satya Sai Baba Temple,god strength worshipped great celebration annual festival temple village wears festive look nice celebration,8.0,Anonymous,,God of strength is  worshipped  here with  great celebration during annual festival. The whole temple village wears a  festive look and  a very  nice  celebration
Bera,Jawai Safari's,unexpected bonanza leopards birds jawai bund hotel clean comfortable large rooms staff exceedingly helpful including safari high tea hill tops food average hotel,8.0,Anonymous,,"This was an unexpected bonanza to see Leopards and Birds on the Jawai Bund,
The hotel is clean and comfortable with large rooms.
Staff is exceedingly helpful including the safari's and the high tea on the hill tops.
Food is average at the hotel but..."
Bera,Leopard Hills,visited bera meet friend farmhouse took leopard hills jeeps fortunate sighted mother leopard cubs playing hills,8.0,Anonymous,,"Visited Bera to meet a friend who has a farmhouse and he took me to Leopard Hills, where more than 10 jeeps were already there.  I was fortunate to have sighted a mother leopard with 2 cubs playing on top of the hills."
Betalbatim,Sunset Beach,excellent sunset nice drive excellent road coconut plantations lonely small beach valsao peaceful person honeymoon place absolutely mother nature,8.0,Anonymous,,"Excellent for sunset. Nice drive, excellent road through coconut plantations & lonely small beach in valsao. If you are a peaceful person or if you are in your honeymoon this is your place. Absolutely nothing but mother nature"
Betalbatim,Betalbatim Beach,stayed property door nanu retreat good people colva crowded peaceful shacks commute madgaon pretty good goa offers local cab hailing app,8.0,Anonymous,,"We stayed at a property next door by the name ""Nanu Retreat"". Good for people who find Colva too crowded. This was peaceful, with just a few shacks around. Commute from Madgaon was pretty good. Goa offers a local cab hailing app, that is a..."
Betalbatim,Franks Water Sports,activities family gonsua betalbatim beach safe frank water sports team check safety times son feeling safe happy choose right place watersports,8.0,Anonymous,,"Activities done by my family on Gonsua Betalbatim Beach was Safe, of Frank Water Sports as the team check our safety many times even my son was feeling safe .We are very happy that we choose the right place for watersports which was very very..."
Betalbatim,Lover's Beach,crowdy colva beach nice views sunrise absolutely stunning romantic atmosphere guaranteed,8.0,Anonymous,,Not as crowdy as Colva beach with nice views. Sunrise is absolutely stunning here.Romantic atmosphere guaranteed.
Betalbatim,Christ Rei Chapel,quaint little chapel amidst peaceful surroundings luckily visited good friday quite people architecturally churches old goa panjim far better,8.0,Anonymous,,"It is a quaint little chapel, amidst peaceful surroundings. Luckily we visited on the Good Friday, so there were quite a few people around. But architecturally , the churches of old goa & Panjim are far better"
Betalbatim,Chaku crafts emporium,chaku crafts treasure woods woods shapes momentum owner mr wasim sultan humble suggest choose crafts seeking best gift friends relatives goa chaku crafts,8.0,Anonymous,,Chaku crafts is treasure of woods where woods shapes in momentum . owner mr wasim sultan very humble and suggest to choose the crafts .if you are seeking best gift to our friends and relatives in Goa then chaku crafts for you.
Betalbatim,Our Lady of Remedios Church,ancient church good architecture stained glass panels good peace mind mass held,8.0,Anonymous,,"a ancient church with good architecture and stained glass panels , you will get good peace of mind here, even mass is held"
Betalbatim,Mandi,finally range handcrafted indian goods national artisans reasonable prices great place gifts beautiful momentos,8.0,Anonymous,,What a find! Finally a range of handcrafted indian goods made by national artisans. Reasonable prices too. Great place for gifts and beautiful momentos.
Betul,Muktagiri,visited trio muktagiri jain temples chikaldara hill station melghat tiger reserve holi vacations linea drive enjoyable awesome muktagiri kms bhopal betul takes hours bhopal muktagiri car,8.0,Anonymous,,"Visited the trio of Muktagiri Jain Temples, Chikaldara Hill station & Melghat Tiger Reserve during Holi vacations with my Linea. The drive was enjoyable & awesome. Muktagiri is 300 Kms from Bhopal via Betul. It takes 6 hours from Bhopal to Muktagiri by car. On..."
Betul,Balajipuram Temple,balajipuram new era temple dedicated lord balaji decades major tourist attraction pilgrim centre tourist inn large number eateries souvenir shops like,8.0,Anonymous,,"Balajipuram is a new era temple dedicated to Lord Balaji. In the last two decades it has become a major tourist attraction and a pilgrim centre. It now has a tourist inn and a large number of eateries, souvenir shops etc. One may like to..."
Beypore,Beypore Lighthouse,beypore light house great attraction beypore beach verge surely feast eyes glittering beauty sea,8.0,Anonymous,,"Beypore light house is one of the great attraction in beypore beach.At its verge, It will surely feast our eyes with glittering beauty of sea"
Bhabhua,Telhar Kund,good place tour friend goes place place feel romantic fun thank,8.0,Anonymous,,it is good place for tour i and my friend goes this place on the place we feel so romantic and fun thank you
Bhabhua,Maa Mundeshwari Mandir,old devi temple good example architecture religious place recommended history art lovers,8.0,Anonymous,,This is an old devi temple and good example of architecture. This is a religious place but this is also recommended for history and art lovers.
Bhadrachalam,Bogatha Waterfall,real beauty silently featured camel spend time family pack food reaching construction running forest department make tourist attraction,8.0,Anonymous,,"Real beauty. Silently featured. Camel and can spend time with family.
Pack your food before reaching. Construction is up running from forest department to make it as tourist attraction."
Bhadrachalam,Sri Ramachandra Swamy Temple,worry standing long queues lord darshan temple beautiful provides peace best time visit day year sri rama navami obviously crowded,8.0,Anonymous,,no worry of standing in long queues to have the lord;s darshan. The temple is very beautiful and provides you peace. best time to visit is any day in the year and during Sri Rama Navami it will obviously be crowded. You will not have...
Bhadrachalam,Abhaya Anjaneya Temple,great temple separate main temple accessibility issue visit srirama temple visiting famous devotee great spiritual experience,8.0,Anonymous,,"Great temple, not separate from the main temple so accessibility not an issue... and what is a visit to a srirama temple without visiting his most famous devotee... great spiritual experience."
Bhadrak,Baba Akhandalamani Temple,travel shivratri celebrated lots devotees country nice place km bhadrak connected jajpur town,8.0,Anonymous,,Travel here on shivratri. It's celebrated with lots of devotees from all over the country here. Nice place just 35 km from Bhadrak. It is also well connected to Jajpur town.
Bhadrak,ISKON Temple,beautiful place lord krishna beautiful temple iskon trust,8.0,Anonymous,,"It is the very beautiful place 
Where we can see the the Lord KRISHNA 
One of the beautiful temple of the iskon trust"
Bhadrak,Maa Bhadrakali Temple,place km bhadrak town bhadrak named goddess maa bhadrakali local guy used visit possible nice place visit best time visit kali puja major,8.0,Anonymous,,This place is around 15 km from Bhadrak Town. Bhadrak is named after the goddess Maa Bhadrakali. As a local guy I used to visit there whenever possible. Very nice place to visit. Best time for visit is during Kali puja which is the major...
Bhadrak,Kali Puja,living bhadrak home bhadrak near bhadrak pathara kali kali puja best hindu festival bhadrak,8.0,Anonymous,,"I am living in Bhadrak. Because my home is  Bhadrak near Bhadrak pathara kali.
Kali puja is the best Hindu festival of Bhadrak."
Bhadrak,Dhamra Port,place great offers great site huge cargos seen visited v place,8.0,Anonymous,,The place is very great and offers a very great site ... Huge cargos can be seen here .... I was the one who visited the v place just for it
Bhadrak,Mujahid-e-Millat,visit dargah urs e mujahid e millat need pre book rooms chance getting rooms room qualities average awesome devotional place,8.0,Anonymous,,Should Visit this Dargah during URS e Mujahid e millat. Need to pre-book rooms or else no chance of getting rooms. Room Qualities would be below average. Awesome Devotional place.
Bhadrak,Sri Biranchinarayan Temple,visited friends took blessings nice experience sri biranchinarayan temple good place visit family,8.0,Anonymous,,Visited with friends and took blessings. It was nice experience. Sri biranchinarayan temple was good place for visit with family.
Bhadrak,Loknath Temple,organised temple peaceful area visit temple bhadrak visit architecture temple different amazing temple,8.0,Anonymous,,This is a well organised temple. Very peaceful area . Must visit this temple during Bhadrak visit. Architecture of this temple was very different amazing other temple.
Bhadrak,Vishal Mega Mart,prestige induction cooker month working resolve problem till date bhadrak prestige customer care person respond behave commitment useless visha mega mart number switch,8.0,Anonymous,,"My prestige induction cooker only one month but not working what I do, no one resolve my problem till date , Bhadrak prestige customer care person are no respond, his behave and commitment is very useless. And visha mega mart number switch off."
Bhadrak,Dhamara Temple,temple km bhadrak temple nice view temple famous locality,8.0,Anonymous,,This temple is around 95 Km from Bhadrak. This temple having a very nice view. This Temple is Famous in this locality.
Bhadrak,Bal Gopal Temple,close banth square people used visit large scale janmastami offering puja year people coming place nearby areas general,6.0,Anonymous,,"Close to Banth Square...people used to visit in large scale on Janmastami...offering puja
Through out the year..people are coming to this place from nearby areas in general"
Bhadrak,Satsang Vihar,way bhadrak keonjhar anandpur agarpara satsang vihar close banth square connecting balasore barpada cuttack bhubaneswar,6.0,Anonymous,,"It's  on the way to Bhadrak in...from Keonjhar ..Anandpur..Agarpara...
Further Satsang Vihar is close to Banth Square...connecting to Balasore.. Barpada,cuttack,Bhubaneswar"
Bhadravati,Amrutheshwara Temple,ancient temple built hosyala regime shiva temple amrutheshwara temple sharada devi temple complex regular pooja worship today located kms highway,8.0,Anonymous,,It's an ancient temple built during the Hosyala regime. There is a Shiva temple (Amrutheshwara temple) and Sharada devi temple in the same complex. Regular Pooja (worship) is being done even today. It's a must see. It's located about 3-4 kms off the highway in...
Bhagalpur,Mandar Hill (Parvat),situated near bhagalpur bihar place lots offer nature lover mythologically important hindus jains connected train road bhagalpur bihar dumka jharakhand high love climb,8.0,Anonymous,,"Situated near to Bhagalpur in Bihar this place has lots to offer if you're a nature lover. Mythologically important to Hindus as well as Jains. Connected by Train and Road from Bhagalpur (Bihar) and Dumka (Jharakhand) 
Not that high if you love to climb it..."
Bhagalpur,Vaasupujya Bhagwan Mahavir Jain Mandir,beautiful place bhagalpur really visiting area situated nath nagar people really helpful,8.0,Anonymous,,Beautiful place in bhagalpur. This really visiting area. This is situated in nath nagar. And people are really helpful.
Bhagalpur,Ghuran Peer Baba,ghuran peer baba famous local holy place nice ambiance provides nice calm atmosphere,8.0,Anonymous,,Ghuran Peer Baba is a famous local holy place. Nice ambiance and it provides a very nice calm atmosphere.
Bhagalpur,P. K. Das's Driftwood Museum & Park,nature sky sun summer beach beautiful pretty sunset sunrise blue flowers night tree twilight clouds beauty light cloudporn photooftheday love green skylovers dusk weather day red iphonesia mothernature,8.0,Anonymous,,#nature #sky #sun #summer #beach #beautiful #pretty #sunset #sunrise #blue #flowers #night #tree #twilight #clouds #beauty #light #cloudporn #photooftheday #love #green #skylovers #dusk #weather #day #red #iphonesia #mothernature
Bhagalpur,Vikramshila Ruins,bit neglected worth going used university like famous nalanda ruin splendor middle dome huge magnificent museum inside things excavated structures inside worth watching,8.0,Anonymous,,"It is bit neglected but it worth going.Used to be a university like the famous NALANDA.its a ruin but still a splendor.The middle dome is huge and magnificent.It has a museum inside of the things excavated here.
it has many structures inside worth watching and..."
Bhagalpur,Burhanath Mandir,visit lord shiva temple person traveling bhagalpur ambiance temple good view holy river ganga majestic overall blissful experience,8.0,Anonymous,,"Must visit Lord Shiva temple for any person traveling to Bhagalpur. Ambiance in and around the temple is too good. View of holy river Ganga is majestic. Overall, a blissful experience."
Bhagalpur,Ajgaibinath Temple,hate friends home sultanganj hours ajgar temple best experience shravani mela came week june july change market beautiful beautiful market months hey anybody visit time,8.0,Anonymous,,Hate friends my home in Sultanganj 2 hours back Ajgar with temple best experience in Shravani Mela just came last week in June 2 July change you all market to you some beautiful beautiful market 1 months hey anybody please visit then one time then...
Bhagalpur,Colganj Rock Cut Temples,love cave fort like temple great architecture wall avery ancient temple popular locality,8.0,Anonymous,,Just love it.its a cave fort like temple.have great architecture in wall.its Avery ancient temple and popular to locality.
Bhagalpur,Rabindra Bhawan,place jharkhand huge effect bengal visible place symbol,8.0,Anonymous,,Though this place is in Jharkhand but there is a huge effect of Bengal that is visible here. This place is one of the symbol of same.
Bhagamandala,Sri Bhagandeshwara Temple,wonderful temple way tala cauveri architecture beautiful guide visit place opposite temple known triveni sangam rivers meet,8.0,Anonymous,,One of the wonderful temple on the way from Tala Cauveri.. architecture is beautiful..Again could not find any guide. Do visit the place opposite the temple. It is known as triveni sangam - where three rivers meet.
Bhagamandala,Triveni Sangama,ensure towels nice dip pious river place rivers cauvery sujyothi kannike meet deep enjoy dip,8.0,Anonymous,,"Ensure to take your towels and to take a nice dip in pious river. This is the place where 3 rivers - Cauvery, Sujyothi and Kannike meet and it is not too deep so you can enjoy the dip here,"
Bhagamandala,Talakaveri,beautiful natures wonder location route worth visiting nice clean temple compound structure amazing thrilling experience climbing hill unfortunately cloud fog surrounding horizons fully covered,8.0,Anonymous,,"Beautiful natures wonder. Though the location was off the route, it is worth visiting. Nice and clean Temple compound and structure. Also, amazing and thrilling experience of climbing the hill top. Unfortunately due to the cloud/fog could not see the surrounding horizons - fully covered..."
Bhagani,Gurdwara Sri Teer Garhi Sahib,place related sri guru gobind singh ji historic place near gurudwara shri paonta sahib,6.0,Anonymous,,"This place related to Sri Guru Gobind Singh ji, its Historic place near to Gurudwara Shri Paonta sahib."
Bhagani,Gurudwara Bhangani Sahib,gurudwara bhangani sahib ji situated near paonta sahib ji himachal pradesh located sirmour district surrounded lush green land associated battle bhangani associated th padsahi guru gobind singh ji,4.0,Anonymous,,"Gurudwara Bhangani Sahib Ji situated near to Paonta Sahib Ji, Himachal Pradesh, located in Sirmour District surrounded with lush green land and associated with battle of Bhangani associated with 10th padsahi Guru Gobind Singh Ji."
Bhagdara,Jaam Gate,visited place monsoon completely bliss reached clouds giving awsome feeling time clouds vanishing green valley visible place directly connected indore,8.0,Anonymous,,"Visited this place in monsoon and it was completely bliss, when we reached there it was in clouds and was giving awsome feeling,  after some time the clouds vanishing and the green valley was visible,   this place is directly connected from Indore at around 60..."
Bhagsu Nag,Yoga with Raj,days cours amazing raj profetional yoga teacher nice person highly recommended,8.0,Anonymous,,"I did 5 days cours and it was amazing!! 
Raj is the most most profetional yoga teacher!! And the most nice person!! Highly Recommended!!!!"
Bhagsu Nag,Bhagsu Naag Temple,kms city center macleodganj ancient temple dedicated shiva tank laid tiles crystal clear water gives wonderful bathing short swim delights metres waterfall jewel sight miss,8.0,Anonymous,,"About 2kms from city center of Macleodganj,this is ancient temple dedicated to Shiva. A tank with well laid tiles and crystal clear water gives wonderful bathing and short-swim delights. 700 metres behind is a waterfall which is jewel to sight. Please don't miss."
Bhairapur,Kalakaleshwara Temple,kalakaleshwara temple hidden gems country pilgrimage destination thousands temple rarely known outside thousands temple welcomes situated long beautiful hill strip temple located quite,8.0,Anonymous,,"The Kalakaleshwara Temple is one of the hidden gems of our country. A pilgrimage destination for thousands, the temple is rarely known by anyone outside those thousands, although the temple welcomes everyone. Situated within a long beautiful hill strip, the temple is located at quite..."
Bhalki,Bhalki Machan,want relax days busy city life visit best way travel place individual car nearest railway station mankar book car distance kolkata kms mankar,8.0,Anonymous,,"If you want to relax for 1-2 days from busy city life visit here. Best way to travel for this place by individual car. Nearest railway station is Mankar, you can get down there and book a car. Distance from Kolkata 130 kms to Mankar..."
Bhalukpong,Pakhui Wildlife Sanctuary,sanctuary true birds beasts wild elephants tigers saw pugmarks huge trees jingle seekers delight wait jungle,8.0,Anonymous,,"this sanctuary, true to its name was full of birds and beasts. there were wild elephants and tigers (we saw pugmarks) and huge trees and what not. Its a jingle seekers delight. Cant wait to get back into that jungle"
Bhalukpong,"Pakke Wildlife Sanctuary and Tiger Reserve,",stayed pakke jungle camp nights enjoyed guided walks area saw mainly birds butterflies guess walking really want come wild eles tigers lovely experience jungle,8.0,Anonymous,,"Stayed at Pakke Jungle Camp for 2 nights and enjoyed guided walks in the area. Saw mainly birds and butterflies but I guess when you are walking you don't really want to come across wild eles or tigers!

Lovely to experience the jungle and did..."
Bhandara,Chaundeshwari Devi,nice temple mohadi guys nice place godest maa chandeswari fulfills whishes gives freshness mind silent place visiting place u happy,8.0,Anonymous,,"Nice Temple at  Mohadi.
Guys  This  is  a  very  nice  place  of  godest Maa  chandeswari  who fulfills  all  your  whishes . also  gives  freshness  to  your  mind .it  is  a very  silent  place.by  visiting  this place  u  will  fill  happy."
Bhandara,Indirasagar Dam (Gosikhurd Project),big project india beautiful place rainy season buy fish lower price best place photo session,8.0,Anonymous,,"This is one of the big project in india .It is beautiful  place during rainy season. We can buy fish very lower price , this best place where is photo session can be done"
Bhandara,Korambi Devi,korambi kms away bhandara city nice trek hill reach temple dedicated goddess durga incarnation adjoining forest river picturesque view beautiful recommended visit bhandara,8.0,Anonymous,,Korambi is just 4 kms away from Bhandara city. It is nice trek up the hill to reach temple dedicated to goddess Durga incarnation. The adjoining forest and river are very picturesque. The view from top is also beautiful. Recommended to all who visit Bhandara.
Bhandara,Koka Wildlife Sanctuary,natural jungle near bhandara city recommended visit terms modern amenities enjoy early morning evening visit wildlife spotting,8.0,Anonymous,,It is the natural jungle just near to Bhandara city and it is recommended to visit when you are there. there is not much in terms of the modern amenities but you will enjoy the early morning or evening visit with wildlife spotting. I was...
Bhandara,Rawanwadi Dam,large water body time hands definitely water birds winter quiet time colourful sunset,8.0,Anonymous,,"ITs a large water body and one may go there, if you have time on your hands. There are definitely water birds in the winter, or just a quiet time to be at a colourful sunset."
Bhandardara,Ratangad Fort,best trekking routes near mumbai km thane base village amritusehwar temple took local guide cave charged trek worth penny trekking route marked beautiful view,8.0,Anonymous,,One of the best trekking routes near mumbai. 150km from thane. From the base village of Amritusehwar temple we took a local guide to the cave. He charged us 600 for the trek. Both worth every penny. The trekking route is well marked. Beautiful view...
Bhandardara,Bhandardara,need day travelling mumbai monsoon paradise stay weekend wish spend time serene green surroundings numerous waterfalls huge lake amazing food place offer,8.0,Anonymous,,"You just need 1/2-1 day travelling from Mumbai to this monsoon paradise. You can stay for a weekend too if you wish to spend more time in serene green surroundings. Numerous waterfalls, a huge lake and amazing food is what this place will offer you."
Bharatpur,AB Original Tours,thank splendid review rating pleasure motorcycle tour rajasthan delighted learn loved tour organization services met expectations look forward seeing,8.0,Anonymous,,Thank you for the splendid review & rating. It was a pleasure to have you on our motorcycle tour of Rajasthan. I am delighted to learn that you loved the tour and our organization & services met your expectations. I look forward to seeing you...
Bharatpur,Lohagarh Fort,british worth visit museum good free hawkers touts good,8.0,Anonymous,,But it did the British out and is well worth a visit. Museum is good and free from hawkers and touts. Very good.
Bharatpur,Rope Castle Adventure Park,awesome adventure park adventure activities nice visit exited,8.0,Anonymous,,awesome adventure park. all the adventure activities are very nice. visit it once. exited to go again..
Bharatpur,Keoladeo National Park,beautifull bird park loads birds wildlife serene peaceful experience noisy places delhi agra place big respite rickshaw peddlers fun knowledgable,8.0,Anonymous,,Beautifull bird park with loads of birds and other wildlife. A serene and peaceful experience . After noisy places in Delhi and Agra this place is a big respite. Rickshaw peddlers are fun and knowledgable.
Bharatpur,Bankebihari Temple,place forever crowded hundreds devotees making aggressive effort seek divine blessings lord ready pushed confronted scores touts price hope somebody takes notice,8.0,Anonymous,,"The place is forever crowded with hundreds of devotees making an aggressive effort to seek divine blessings of the lord, Be ready to be pushed around and confronted with scores of touts who will show you around for a price. Hope somebody takes a notice..."
Bharatpur,Ganga Maharani Temple,best buildings visited bharatpur beautiful royal enjoy peace photo shot,8.0,Anonymous,,"This is one of the best buildings I have visited in Bharatpur, very beautiful and royal. One can enjoy here for peace and also photo shot here."
Bharatpur,Government Museum Bharatpur,best museum seen far best musem excellent lighting looks charismatic evening bharatpur visit,8.0,Anonymous,,This.is the best museum i have seen so far the best part is this.musem has excellent lighting and looks charismatic in evening. If you are in bharatpur this is a must visit
Bharatpur,Laxman Temple,attractions bharatpur laxman temple probably laxman temple india exited visit place temple pink stone ornamental carvings clean impressive,8.0,Anonymous,,"One of the attractions of Bharatpur is Laxman Temple. It's probably the only Laxman temple in India and we were exited to visit this place. The temple in pink stone was ornamental due to carvings, clean and impressive."
Bharatpur,Keoladeo Shiva temple,worth visit located inside sanctuary small temple location serene quiet easily sit peace pray disturbance,8.0,Anonymous,,Worth a visit.. Located inside the sanctuary it's a small Temple. The location is very serene and quiet.  One can easily sit here in peace and pray without any disturbance.
Bharmour,Kugti Wildlife Sanctuary,great place visit beautiful waterfalls way amazing views snow covered mountains,8.0,Anonymous,,Great place to visit. you would find many beautiful waterfalls on the way and amazing views of snow covered mountains.
